profile_id,brand_name,reason
USR00030,라사천마라탕,선호 업종에 부합하며 가용자금과 목표수익을 고려해 비용 부담이 적어 적합
USR00031,비비큐(BBQ),선호 업종에 부합하며 가용자금과 목표수익을 고려해 비용 부담이 적어 적합
USR00032,빽다방,선호 업종에 부합하며 가용자금과 목표수익을 고려해 비용 부담이 적어 적합
USR00033,힘난다버거,선호 업종에 부합하며 가용자금과 목표수익을 고려해 비용 부담이 적어 적합
USR00034,新 구멍가게 24,선호 업종에 부합하며 가용자금과 목표수익을 고려해 비용 부담이 적어 적합
USR00035,도미노피자,선호 업종에 부합하며 가용자금과 목표수익을 고려해 비용 부담이 적어 적합
USR00036,대한냉면,선호 업종에 부합하며 가용자금과 목표수익을 고려해 비용 부담이 적어 적합
USR00037,토니모리,선호 업종에 부합하며 가용자금과 목표수익을 고려해 비용 부담이 적어 적합
USR00038,옵티멈존PC카페,선호 업종에 부합하며 가용자금과 목표수익을 고려해 비용 부담이 적어 적합
USR00039,빨간펜 수학의 달인,선호 업종에 부합하며 가용자금과 목표수익을 고려해 비용 부담이 적어 적합
USR00040,잉글리시브레인스튜디오,선호 업종에 부합하며 가용자금과 목표수익을 고려해 비용 부담이 적어 적합
USR00041,가치인 독서논술&디베이트,선호 업종에 부합하며 가용자금과 목표수익을 고려해 비용 부담이 적어 적합
USR00042,픽닷,선호 업종에 부합하며 가용자금과 목표수익을 고려해 비용 부담이 적어 적합
USR00043,반미362,선호 업종에 부합하며 가용자금과 목표수익을 고려해 비용 부담이 적어 적합
USR00044,아비꼬,선호 업종에 부합하며 가용자금과 목표수익을 고려해 비용 부담이 적어 적합
USR00045,국선생,선호 업종에 부합하며 가용자금과 목표수익을 고려해 비용 부담이 적어 적합
USR00046,견생냥품,선호 업종에 부합하며 가용자금과 목표수익을 고려해 비용 부담이 적어 적합
USR00047,최배달 떡순튀,선호 업종에 부합하며 가용자금과 목표수익을 고려해 비용 부담이 적어 적합
USR00048,피나치공,선호 업종에 부합하며 가용자금과 목표수익을 고려해 비용 부담이 적어 적합
USR00049,새로클린,선호 업종에 부합하며 가용자금과 목표수익을 고려해 비용 부담이 적어 적합
USR00050,점핑하이,선호 업종에 부합하며 가용자금과 목표수익을 고려해 비용 부담이 적어 적합
USR00051,빙달,선호 업종에 부합하며 가용자금과 목표수익을 고려해 비용 부담이 적어 적합
USR00052,JINY's(지니스),선호 업종에 부합하며 가용자금과 목표수익을 고려해 비용 부담이 적어 적합
USR00053,이원건강의료기,선호 업종에 부합하며 가용자금과 목표수익을 고려해 비용 부담이 적어 적합
USR00054,더홀릭보드게임카페,선호 업종에 부합하며 가용자금과 목표수익을 고려해 비용 부담이 적어 적합
USR00055,타다 라이트(TADA LITE),선호 업종에 부합하며 가용자금과 목표수익을 고려해 비용 부담이 적어 적합
USR00056,바퀴달린그림책,선호 업종에 부합하며 가용자금과 목표수익을 고려해 비용 부담이 적어 적합
USR00057,바퀴달린그림책,브랜드 데이터 업종과 정렬된 선호 업종 기준으로 재매칭
USR00058,공차,선호 업종에 부합하며 가용자금과 목표수익을 고려해 비용 부담이 적어 적합
USR00059,모닝글로리,선호 업종에 부합하며 가용자금과 목표수익을 고려해 비용 부담이 적어 적합
USR00060,아이디헤어,선호 업종에 부합하며 가용자금과 목표수익을 고려해 비용 부담이 적어 적합
USR00061,통인익스프레스,선호 업종에 부합하며 가용자금과 목표수익을 고려해 비용 부담이 적어 적합
USR00062,도담도담 산후도우미,선호 업종에 부합하며 가용자금과 목표수익을 고려해 비용 부담이 적어 적합
USR00063,잇쇼타코야끼,선호 업종에 부합하며 가용자금과 목표수익을 고려해 비용 부담이 적어 적합
USR00064,레디션(Readytion),선호 업종에 부합하며 가용자금과 목표수익을 고려해 비용 부담이 적어 적합
USR00065,소낙스 카케어,선호 업종에 부합하며 가용자금과 목표수익을 고려해 비용 부담이 적어 적합
USR00066,송사부고로케,선호 업종에 부합하며 가용자금과 목표수익을 고려해 비용 부담이 적어 적합
USR00067,백스비어,선호 업종에 부합하며 가용자금과 목표수익을 고려해 비용 부담이 적어 적합
USR00068,라사천마라탕,선호 업종에 부합하며 가용자금과 목표수익을 고려해 비용 부담이 적어 적합
USR00069,비비큐(BBQ),선호 업종에 부합하며 가용자금과 목표수익을 고려해 비용 부담이 적어 적합
USR00070,빽다방,선호 업종에 부합하며 가용자금과 목표수익을 고려해 비용 부담이 적어 적합
USR00071,힘난다버거,선호 업종에 부합하며 가용자금과 목표수익을 고려해 비용 부담이 적어 적합
USR00072,新 구멍가게 24,선호 업종에 부합하며 가용자금과 목표수익을 고려해 비용 부담이 적어 적합
USR00073,도미노피자,선호 업종에 부합하며 가용자금과 목표수익을 고려해 비용 부담이 적어 적합
USR00074,대한냉면,선호 업종에 부합하며 가용자금과 목표수익을 고려해 비용 부담이 적어 적합
USR00075,토니모리,선호 업종에 부합하며 가용자금과 목표수익을 고려해 비용 부담이 적어 적합
USR00076,옵티멈존PC카페,선호 업종에 부합하며 가용자금과 목표수익을 고려해 비용 부담이 적어 적합
USR00077,빨간펜 수학의 달인,선호 업종에 부합하며 가용자금과 목표수익을 고려해 비용 부담이 적어 적합
USR00078,잉글리시브레인스튜디오,선호 업종에 부합하며 가용자금과 목표수익을 고려해 비용 부담이 적어 적합
USR00079,가치인 독서논술&디베이트,선호 업종에 부합하며 가용자금과 목표수익을 고려해 비용 부담이 적어 적합
USR00080,픽닷,선호 업종에 부합하며 가용자금과 목표수익을 고려해 비용 부담이 적어 적합
USR00081,반미362,선호 업종에 부합하며 가용자금과 목표수익을 고려해 비용 부담이 적어 적합
USR00082,아비꼬,선호 업종에 부합하며 가용자금과 목표수익을 고려해 비용 부담이 적어 적합
USR00083,국선생,선호 업종에 부합하며 가용자금과 목표수익을 고려해 비용 부담이 적어 적합
USR00084,견생냥품,선호 업종에 부합하며 가용자금과 목표수익을 고려해 비용 부담이 적어 적합
USR00085,최배달 떡순튀,선호 업종에 부합하며 가용자금과 목표수익을 고려해 비용 부담이 적어 적합
USR00086,피나치공,선호 업종에 부합하며 가용자금과 목표수익을 고려해 비용 부담이 적어 적합
USR00087,새로클린,선호 업종에 부합하며 가용자금과 목표수익을 고려해 비용 부담이 적어 적합
USR00088,점핑하이,선호 업종에 부합하며 가용자금과 목표수익을 고려해 비용 부담이 적어 적합
USR00089,빙달,선호 업종에 부합하며 가용자금과 목표수익을 고려해 비용 부담이 적어 적합
USR00090,JINY's(지니스),선호 업종에 부합하며 가용자금과 목표수익을 고려해 비용 부담이 적어 적합
USR00091,이원건강의료기,선호 업종에 부합하며 가용자금과 목표수익을 고려해 비용 부담이 적어 적합
USR00092,더홀릭보드게임카페,선호 업종에 부합하며 가용자금과 목표수익을 고려해 비용 부담이 적어 적합
USR00093,타다 라이트(TADA LITE),선호 업종에 부합하며 가용자금과 목표수익을 고려해 비용 부담이 적어 적합
USR00094,바퀴달린그림책,선호 업종에 부합하며 가용자금과 목표수익을 고려해 비용 부담이 적어 적합
USR00096,공차,선호 업종에 부합하며 가용자금과 목표수익을 고려해 비용 부담이 적어 적합
USR00097,모닝글로리,선호 업종에 부합하며 가용자금과 목표수익을 고려해 비용 부담이 적어 적합
USR00098,아이디헤어,선호 업종에 부합하며 가용자금과 목표수익을 고려해 비용 부담이 적어 적합
USR00099,통인익스프레스,선호 업종에 부합하며 가용자금과 목표수익을 고려해 비용 부담이 적어 적합
USR00100,도담도담 산후도우미,선호 업종에 부합하며 가용자금과 목표수익을 고려해 비용 부담이 적어 적합
USR00101,잇쇼타코야끼,선호 업종에 부합하며 가용자금과 목표수익을 고려해 비용 부담이 적어 적합
USR00102,레디션(Readytion),선호 업종에 부합하며 가용자금과 목표수익을 고려해 비용 부담이 적어 적합
USR00103,소낙스 카케어,선호 업종에 부합하며 가용자금과 목표수익을 고려해 비용 부담이 적어 적합
USR00104,송사부고로케,선호 업종에 부합하며 가용자금과 목표수익을 고려해 비용 부담이 적어 적합
USR00105,백스비어,선호 업종에 부합하며 가용자금과 목표수익을 고려해 비용 부담이 적어 적합
USR00106,라사천마라탕,선호 업종에 부합하며 가용자금과 목표수익을 고려해 비용 부담이 적어 적합
USR00107,비비큐(BBQ),선호 업종에 부합하며 가용자금과 목표수익을 고려해 비용 부담이 적어 적합
USR00108,빽다방,선호 업종에 부합하며 가용자금과 목표수익을 고려해 비용 부담이 적어 적합
USR00109,힘난다버거,선호 업종에 부합하며 가용자금과 목표수익을 고려해 비용 부담이 적어 적합
USR00110,新 구멍가게 24,선호 업종에 부합하며 가용자금과 목표수익을 고려해 비용 부담이 적어 적합
USR00111,도미노피자,선호 업종에 부합하며 가용자금과 목표수익을 고려해 비용 부담이 적어 적합
USR00112,대한냉면,선호 업종에 부합하며 가용자금과 목표수익을 고려해 비용 부담이 적어 적합
USR00113,토니모리,선호 업종에 부합하며 가용자금과 목표수익을 고려해 비용 부담이 적어 적합
USR00114,옵티멈존PC카페,선호 업종에 부합하며 가용자금과 목표수익을 고려해 비용 부담이 적어 적합
USR00115,빨간펜 수학의 달인,선호 업종에 부합하며 가용자금과 목표수익을 고려해 비용 부담이 적어 적합
USR00116,잉글리시브레인스튜디오,선호 업종에 부합하며 가용자금과 목표수익을 고려해 비용 부담이 적어 적합
USR00117,가치인 독서논술&디베이트,선호 업종에 부합하며 가용자금과 목표수익을 고려해 비용 부담이 적어 적합
USR00118,픽닷,선호 업종에 부합하며 가용자금과 목표수익을 고려해 비용 부담이 적어 적합
USR00119,반미362,선호 업종에 부합하며 가용자금과 목표수익을 고려해 비용 부담이 적어 적합
USR00120,아비꼬,선호 업종에 부합하며 가용자금과 목표수익을 고려해 비용 부담이 적어 적합
USR00121,국선생,선호 업종에 부합하며 가용자금과 목표수익을 고려해 비용 부담이 적어 적합
USR00122,견생냥품,선호 업종에 부합하며 가용자금과 목표수익을 고려해 비용 부담이 적어 적합
USR00123,최배달 떡순튀,선호 업종에 부합하며 가용자금과 목표수익을 고려해 비용 부담이 적어 적합
USR00124,피나치공,선호 업종에 부합하며 가용자금과 목표수익을 고려해 비용 부담이 적어 적합
USR00125,새로클린,선호 업종에 부합하며 가용자금과 목표수익을 고려해 비용 부담이 적어 적합
USR00126,점핑하이,선호 업종에 부합하며 가용자금과 목표수익을 고려해 비용 부담이 적어 적합
USR00127,빙달,선호 업종에 부합하며 가용자금과 목표수익을 고려해 비용 부담이 적어 적합
USR00128,JINY's(지니스),선호 업종에 부합하며 가용자금과 목표수익을 고려해 비용 부담이 적어 적합
USR00129,이원건강의료기,선호 업종에 부합하며 가용자금과 목표수익을 고려해 비용 부담이 적어 적합
USR00130,더홀릭보드게임카페,선호 업종에 부합하며 가용자금과 목표수익을 고려해 비용 부담이 적어 적합
USR00131,타다 라이트(TADA LITE),선호 업종에 부합하며 가용자금과 목표수익을 고려해 비용 부담이 적어 적합
USR00134,공차,선호 업종에 부합하며 가용자금과 목표수익을 고려해 비용 부담이 적어 적합
USR00135,모닝글로리,선호 업종에 부합하며 가용자금과 목표수익을 고려해 비용 부담이 적어 적합
USR00136,아이디헤어,선호 업종에 부합하며 가용자금과 목표수익을 고려해 비용 부담이 적어 적합
USR00137,통인익스프레스,선호 업종에 부합하며 가용자금과 목표수익을 고려해 비용 부담이 적어 적합
USR00138,도담도담 산후도우미,선호 업종에 부합하며 가용자금과 목표수익을 고려해 비용 부담이 적어 적합
USR00139,잇쇼타코야끼,선호 업종에 부합하며 가용자금과 목표수익을 고려해 비용 부담이 적어 적합
USR00140,레디션(Readytion),선호 업종에 부합하며 가용자금과 목표수익을 고려해 비용 부담이 적어 적합
USR00141,소낙스 카케어,선호 업종에 부합하며 가용자금과 목표수익을 고려해 비용 부담이 적어 적합
USR00142,송사부고로케,선호 업종에 부합하며 가용자금과 목표수익을 고려해 비용 부담이 적어 적합
USR00143,백스비어,선호 업종에 부합하며 가용자금과 목표수익을 고려해 비용 부담이 적어 적합
USR00144,라사천마라탕,선호 업종에 부합하며 가용자금과 목표수익을 고려해 비용 부담이 적어 적합
USR00145,비비큐(BBQ),선호 업종에 부합하며 가용자금과 목표수익을 고려해 비용 부담이 적어 적합
USR00146,빽다방,선호 업종에 부합하며 가용자금과 목표수익을 고려해 비용 부담이 적어 적합
USR00147,힘난다버거,선호 업종에 부합하며 가용자금과 목표수익을 고려해 비용 부담이 적어 적합
USR00148,新 구멍가게 24,선호 업종에 부합하며 가용자금과 목표수익을 고려해 비용 부담이 적어 적합
USR00149,도미노피자,선호 업종에 부합하며 가용자금과 목표수익을 고려해 비용 부담이 적어 적합
USR00150,대한냉면,선호 업종에 부합하며 가용자금과 목표수익을 고려해 비용 부담이 적어 적합
USR00151,토니모리,선호 업종에 부합하며 가용자금과 목표수익을 고려해 비용 부담이 적어 적합
USR00152,옵티멈존PC카페,선호 업종에 부합하며 가용자금과 목표수익을 고려해 비용 부담이 적어 적합
USR00153,빨간펜 수학의 달인,선호 업종에 부합하며 가용자금과 목표수익을 고려해 비용 부담이 적어 적합
USR00154,잉글리시브레인스튜디오,선호 업종에 부합하며 가용자금과 목표수익을 고려해 비용 부담이 적어 적합
USR00155,가치인 독서논술&디베이트,선호 업종에 부합하며 가용자금과 목표수익을 고려해 비용 부담이 적어 적합
USR00156,픽닷,선호 업종에 부합하며 가용자금과 목표수익을 고려해 비용 부담이 적어 적합
USR00157,반미362,선호 업종에 부합하며 가용자금과 목표수익을 고려해 비용 부담이 적어 적합
USR00158,아비꼬,선호 업종에 부합하며 가용자금과 목표수익을 고려해 비용 부담이 적어 적합
USR00159,국선생,선호 업종에 부합하며 가용자금과 목표수익을 고려해 비용 부담이 적어 적합
USR00160,견생냥품,선호 업종에 부합하며 가용자금과 목표수익을 고려해 비용 부담이 적어 적합
USR00161,최배달 떡순튀,선호 업종에 부합하며 가용자금과 목표수익을 고려해 비용 부담이 적어 적합
USR00162,피나치공,선호 업종에 부합하며 가용자금과 목표수익을 고려해 비용 부담이 적어 적합
USR00163,새로클린,선호 업종에 부합하며 가용자금과 목표수익을 고려해 비용 부담이 적어 적합
USR00164,점핑하이,선호 업종에 부합하며 가용자금과 목표수익을 고려해 비용 부담이 적어 적합
USR00165,빙달,선호 업종에 부합하며 가용자금과 목표수익을 고려해 비용 부담이 적어 적합
USR00166,JINY's(지니스),선호 업종에 부합하며 가용자금과 목표수익을 고려해 비용 부담이 적어 적합
USR00167,이원건강의료기,선호 업종에 부합하며 가용자금과 목표수익을 고려해 비용 부담이 적어 적합
USR00168,더홀릭보드게임카페,선호 업종에 부합하며 가용자금과 목표수익을 고려해 비용 부담이 적어 적합
USR00169,타다 라이트(TADA LITE),선호 업종에 부합하며 가용자금과 목표수익을 고려해 비용 부담이 적어 적합
USR00172,공차,선호 업종에 부합하며 가용자금과 목표수익을 고려해 비용 부담이 적어 적합
USR00173,모닝글로리,선호 업종에 부합하며 가용자금과 목표수익을 고려해 비용 부담이 적어 적합
USR00174,아이디헤어,선호 업종에 부합하며 가용자금과 목표수익을 고려해 비용 부담이 적어 적합
USR00175,통인익스프레스,선호 업종에 부합하며 가용자금과 목표수익을 고려해 비용 부담이 적어 적합
USR00176,도담도담 산후도우미,선호 업종에 부합하며 가용자금과 목표수익을 고려해 비용 부담이 적어 적합
USR00177,잇쇼타코야끼,선호 업종에 부합하며 가용자금과 목표수익을 고려해 비용 부담이 적어 적합
USR00178,레디션(Readytion),선호 업종에 부합하며 가용자금과 목표수익을 고려해 비용 부담이 적어 적합
USR00179,소낙스 카케어,선호 업종에 부합하며 가용자금과 목표수익을 고려해 비용 부담이 적어 적합
USR00180,송사부고로케,선호 업종에 부합하며 가용자금과 목표수익을 고려해 비용 부담이 적어 적합
USR00181,백스비어,선호 업종에 부합하며 가용자금과 목표수익을 고려해 비용 부담이 적어 적합
USR00182,라사천마라탕,선호 업종에 부합하며 가용자금과 목표수익을 고려해 비용 부담이 적어 적합
USR00183,비비큐(BBQ),선호 업종에 부합하며 가용자금과 목표수익을 고려해 비용 부담이 적어 적합
USR00184,빽다방,선호 업종에 부합하며 가용자금과 목표수익을 고려해 비용 부담이 적어 적합
USR00185,힘난다버거,선호 업종에 부합하며 가용자금과 목표수익을 고려해 비용 부담이 적어 적합
USR00186,新 구멍가게 24,선호 업종에 부합하며 가용자금과 목표수익을 고려해 비용 부담이 적어 적합
USR00187,도미노피자,선호 업종에 부합하며 가용자금과 목표수익을 고려해 비용 부담이 적어 적합
USR00188,대한냉면,선호 업종에 부합하며 가용자금과 목표수익을 고려해 비용 부담이 적어 적합
USR00189,토니모리,선호 업종에 부합하며 가용자금과 목표수익을 고려해 비용 부담이 적어 적합
USR00190,옵티멈존PC카페,선호 업종에 부합하며 가용자금과 목표수익을 고려해 비용 부담이 적어 적합
USR02983,자라다남아미술학원,선호 업종에 부합하며 가용자금과 목표수익을 고려해 비용 부담이 적어 적합
USR03335,한남동그집,선호 업종(주점)에 부합하고 투자비용 부담과 목표소득을 함께 고려해 적합한 브랜드로 매칭
USR03336,라와,선호 업종(중식)에 부합하고 투자비용 부담과 목표소득을 함께 고려해 적합한 브랜드로 매칭
USR03337,누구나홀딱반한닭,선호 업종(치킨)에 부합하고 투자비용 부담과 목표소득을 함께 고려해 적합한 브랜드로 매칭
USR03338,트리플에이커피,선호 업종(커피)에 부합하고 투자비용 부담과 목표소득을 함께 고려해 적합한 브랜드로 매칭
USR03339,PC토랑,선호 업종(패스트푸드)에 부합하고 투자비용 부담과 목표소득을 함께 고려해 적합한 브랜드로 매칭
USR03342,갯벌의 조개,선호 업종(한식)에 부합하고 투자비용 부담과 목표소득을 함께 고려해 적합한 브랜드로 매칭
USR03343,미샤,선호 업종(화장품)에 부합하고 투자비용 부담과 목표소득을 함께 고려해 적합한 브랜드로 매칭
USR03344,제너스 PC,선호 업종(PC방)에 부합하고 투자비용 부담과 목표소득을 함께 고려해 적합한 브랜드로 매칭
USR03348,만화카페 벌툰,선호 업종(기타 서비스)에 부합하고 투자비용 부담과 목표소득을 함께 고려해 적합한 브랜드로 매칭
USR03349,다복향 마라탕,선호 업종(기타 외국식)에 부합하고 투자비용 부담과 목표소득을 함께 고려해 적합한 브랜드로 매칭
USR03350,봉구스밥버거,선호 업종(기타 외식)에 부합하고 투자비용 부담과 목표소득을 함께 고려해 적합한 브랜드로 매칭
USR03351,까까주까,선호 업종(기타도소매)에 부합하고 투자비용 부담과 목표소득을 함께 고려해 적합한 브랜드로 매칭
USR03352,까까주까,브랜드 데이터 업종과 정렬된 선호 업종 기준으로 재매칭
USR03353,장호덕손만두,선호 업종(분식)에 부합하고 투자비용 부담과 목표소득을 함께 고려해 적합한 브랜드로 매칭
USR03355,HOTEL-LAUNDRY 호텔런드리,선호 업종(세탁)에 부합하고 투자비용 부담과 목표소득을 함께 고려해 적합한 브랜드로 매칭
USR03359,크로앙쥬,선호 업종(제과제빵)에 부합하고 투자비용 부담과 목표소득을 함께 고려해 적합한 브랜드로 매칭
USR03361,왕창이사,선호 업종(운송)에 부합하고 투자비용 부담과 목표소득을 함께 고려해 적합한 브랜드로 매칭
USR03365,까까주까,브랜드 데이터 업종과 정렬된 선호 업종 기준으로 재매칭
USR03366,론썸헤이드,선호 업종(이미용)에 부합하고 투자비용 부담과 목표소득을 함께 고려해 적합한 브랜드로 매칭
USR03369,우마이타코야끼,선호 업종(일식)에 부합하고 투자비용 부담과 목표소득을 함께 고려해 적합한 브랜드로 매칭
USR03372,크로앙쥬,선호 업종(제과제빵)에 부합하고 투자비용 부담과 목표소득을 함께 고려해 적합한 브랜드로 매칭
USR03373,한남동그집,선호 업종(주점)에 부합하고 투자비용 부담과 목표소득을 함께 고려해 적합한 브랜드로 매칭
USR03374,라와,선호 업종(중식)에 부합하고 투자비용 부담과 목표소득을 함께 고려해 적합한 브랜드로 매칭
USR03375,누구나홀딱반한닭,선호 업종(치킨)에 부합하고 투자비용 부담과 목표소득을 함께 고려해 적합한 브랜드로 매칭
USR03376,트리플에이커피,선호 업종(커피)에 부합하고 투자비용 부담과 목표소득을 함께 고려해 적합한 브랜드로 매칭
USR03377,PC토랑,선호 업종(패스트푸드)에 부합하고 투자비용 부담과 목표소득을 함께 고려해 적합한 브랜드로 매칭
USR03380,갯벌의 조개,선호 업종(한식)에 부합하고 투자비용 부담과 목표소득을 함께 고려해 적합한 브랜드로 매칭
USR03381,미샤,선호 업종(화장품)에 부합하고 투자비용 부담과 목표소득을 함께 고려해 적합한 브랜드로 매칭
USR03382,제너스 PC,선호 업종(PC방)에 부합하고 투자비용 부담과 목표소득을 함께 고려해 적합한 브랜드로 매칭
USR03386,만화카페 벌툰,선호 업종(기타 서비스)에 부합하고 투자비용 부담과 목표소득을 함께 고려해 적합한 브랜드로 매칭
USR03387,다복향 마라탕,선호 업종(기타 외국식)에 부합하고 투자비용 부담과 목표소득을 함께 고려해 적합한 브랜드로 매칭
USR03388,봉구스밥버거,선호 업종(기타 외식)에 부합하고 투자비용 부담과 목표소득을 함께 고려해 적합한 브랜드로 매칭
USR03389,까까주까,선호 업종(기타도소매)에 부합하고 투자비용 부담과 목표소득을 함께 고려해 적합한 브랜드로 매칭
USR03390,까까주까,브랜드 데이터 업종과 정렬된 선호 업종 기준으로 재매칭
USR03391,장호덕손만두,선호 업종(분식)에 부합하고 투자비용 부담과 목표소득을 함께 고려해 적합한 브랜드로 매칭
USR03393,HOTEL-LAUNDRY 호텔런드리,선호 업종(세탁)에 부합하고 투자비용 부담과 목표소득을 함께 고려해 적합한 브랜드로 매칭
USR03399,왕창이사,선호 업종(운송)에 부합하고 투자비용 부담과 목표소득을 함께 고려해 적합한 브랜드로 매칭
USR03404,론썸헤이드,선호 업종(이미용)에 부합하고 투자비용 부담과 목표소득을 함께 고려해 적합한 브랜드로 매칭
USR03407,우마이타코야끼,선호 업종(일식)에 부합하고 투자비용 부담과 목표소득을 함께 고려해 적합한 브랜드로 매칭
USR03410,크로앙쥬,선호 업종(제과제빵)에 부합하고 투자비용 부담과 목표소득을 함께 고려해 적합한 브랜드로 매칭
USR03411,한남동그집,선호 업종(주점)에 부합하고 투자비용 부담과 목표소득을 함께 고려해 적합한 브랜드로 매칭
USR03412,라와,선호 업종(중식)에 부합하고 투자비용 부담과 목표소득을 함께 고려해 적합한 브랜드로 매칭
USR03413,누구나홀딱반한닭,선호 업종(치킨)에 부합하고 투자비용 부담과 목표소득을 함께 고려해 적합한 브랜드로 매칭
USR03414,트리플에이커피,선호 업종(커피)에 부합하고 투자비용 부담과 목표소득을 함께 고려해 적합한 브랜드로 매칭
USR03415,PC토랑,선호 업종(패스트푸드)에 부합하고 투자비용 부담과 목표소득을 함께 고려해 적합한 브랜드로 매칭
USR03418,갯벌의 조개,선호 업종(한식)에 부합하고 투자비용 부담과 목표소득을 함께 고려해 적합한 브랜드로 매칭
USR03419,미샤,선호 업종(화장품)에 부합하고 투자비용 부담과 목표소득을 함께 고려해 적합한 브랜드로 매칭
USR03420,제너스 PC,선호 업종(PC방)에 부합하고 투자비용 부담과 목표소득을 함께 고려해 적합한 브랜드로 매칭
USR03424,만화카페 벌툰,선호 업종(기타 서비스)에 부합하고 투자비용 부담과 목표소득을 함께 고려해 적합한 브랜드로 매칭
USR03425,다복향 마라탕,선호 업종(기타 외국식)에 부합하고 투자비용 부담과 목표소득을 함께 고려해 적합한 브랜드로 매칭
USR03426,봉구스밥버거,선호 업종(기타 외식)에 부합하고 투자비용 부담과 목표소득을 함께 고려해 적합한 브랜드로 매칭
USR03429,장호덕손만두,선호 업종(분식)에 부합하고 투자비용 부담과 목표소득을 함께 고려해 적합한 브랜드로 매칭
USR03431,HOTEL-LAUNDRY 호텔런드리,선호 업종(세탁)에 부합하고 투자비용 부담과 목표소득을 함께 고려해 적합한 브랜드로 매칭
USR03437,왕창이사,선호 업종(운송)에 부합하고 투자비용 부담과 목표소득을 함께 고려해 적합한 브랜드로 매칭
USR03442,론썸헤이드,선호 업종(이미용)에 부합하고 투자비용 부담과 목표소득을 함께 고려해 적합한 브랜드로 매칭
USR03445,우마이타코야끼,선호 업종(일식)에 부합하고 투자비용 부담과 목표소득을 함께 고려해 적합한 브랜드로 매칭
USR03448,크로앙쥬,선호 업종(제과제빵)에 부합하고 투자비용 부담과 목표소득을 함께 고려해 적합한 브랜드로 매칭
USR03449,한남동그집,선호 업종(주점)에 부합하고 투자비용 부담과 목표소득을 함께 고려해 적합한 브랜드로 매칭
USR03450,라와,선호 업종(중식)에 부합하고 투자비용 부담과 목표소득을 함께 고려해 적합한 브랜드로 매칭
USR03451,누구나홀딱반한닭,선호 업종(치킨)에 부합하고 투자비용 부담과 목표소득을 함께 고려해 적합한 브랜드로 매칭
